				VRCon 2022 Events Schedule 																				
						For internal use only, DO NOT SHARE!																		
		Friday				No Event/Break	Event Draft	Locked/Pending Event	Locked event															
		December 16																						
Times = EST	VRC Staff	Event Name	End Time	Event Details	Marketing Description	Event Host Prefered Contact	Event Host VRChat UserName	Additional Hosts	Type of Event	How Long will the event run for?	Previous Examples of work?	Links	World they will be using?	What they will need from VRCon	Are they ok with their event being streamed?	Stream Link	Stream Notes	VRCon Staff Member Overseeing this event	Number of Volunteers needed for the event	Volunteers for this event	How to join?/Bot	VIP List (Who the host wants in the instance)	Event Image Link	Anything Else
12:00 AM 																								
1:00 AM 																								
2:00 AM 																								
3:00 AM 																								
4:00 AM 																								
5:00 AM 																								
6:00 AM 																								
7:00 AM 																								
8:00 AM 																								
9:00 AM 																								
10:00 AM 																								
11:00 AM 																								
12:00 PM 																								
1:00 PM 																								
2:00 PM 																								
3:00 PM 																								
4:30 PM 	Wolveeps	Opening Ceremony Pre Show	0.5	30min Pre Recorded by Media Team						30min	VRCon.Live		N/A	Media Team	Yes	VRCon.Live	UUse Start.mp4	Wolveeps	0					
5:00 PM 		Opening Ceremony/Tour	1														1 -2 Cameras							
6:00 PM 		Artifex Live!	3																					
7:00 PM 																								
8:00 PM 																								
9:00 PM 		VRCon Opening Night Party	3	Vrcon 3-add for afterparty													Recominded Private VCDN stream do to copyright issues							
10:00 PM 																								
11:00 PM																								